site_id,"(0,5]","(5,10]","(10,15]","(15,20]","(20,25]","(25,30]","(30,35]","(35,40]",cluster,cluster_label
AUE021,0.637037037,0.175308642,0.124938272,0.055308642,0.006419753,0.000987654,0.0,0.0,3,0–5m dominant
AUE023,0.057866184,0.685352622,0.251356239,0.005424955,0.0,0.0,0.0,0.0,0,5–10m dominant
AUE025,0.460985626,0.362936345,0.166837782,0.009240246,0.0,0.0,0.0,0.0,0,5–10m dominant
AUE032,0.734171008,0.196138523,0.048053938,0.009071407,0.001961385,0.001409746,0.001225866,0.002390438,3,0–5m dominant
AUE039,0.681818182,0.272727273,0.018181818,0.027272727,0.0,0.0,0.0,0.0,3,0–5m dominant
AUE040,0.100746269,0.234141791,0.598880597,0.065764925,0.000466418,0.0,0.0,0.0,1,10–15m dominant
AUE041,0.792,0.176,0.032,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AUE047,0.118421053,0.644736842,0.236842105,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AUE049,0.948761742,0.051238258,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AUE052,0.659836066,0.340163934,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AUE053,0.188076214,0.214505224,0.402581438,0.192993239,0.001843884,0.0,0.0,0.0,1,10–15m dominant
AUE074,0.828571429,0.1,0.014285714,0.028571429,0.028571429,0.0,0.0,0.0,3,0–5m dominant
AUE075,0.866666667,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AUE081,0.062903226,0.272580645,0.662903226,0.001612903,0.0,0.0,0.0,0.0,1,10–15m dominant
AUE082,0.538386783,0.443148688,0.018464529,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AUE085,0.765258216,0.234741784,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AUE086,0.1875,0.625,0.18359375,0.0,0.00390625,0.0,0.0,0.0,0,5–10m dominant
AUE087,0.570902394,0.419889503,0.008287293,0.0,0.0,0.0,0.0,0.00092081,0,5–10m dominant
AUE089,0.708490171,0.233793392,0.052697616,0.005018821,0.0,0.0,0.0,0.0,3,0–5m dominant
AUG002,0.164802632,0.712828947,0.117105263,0.004934211,0.000328947,0.0,0.0,0.0,0,5–10m dominant
AUG004,0.752508361,0.212931996,0.031215162,0.0,0.001114827,0.001114827,0.001114827,0.0,3,0–5m dominant
AUH001,0.848101266,0.126582278,0.025316456,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AUH004,0.132954545,0.387878788,0.449242424,0.026515152,0.003409091,0.0,0.0,0.0,1,10–15m dominant
AUH015,0.252559727,0.509030148,0.228526735,0.007892491,0.001706485,0.000284414,0.0,0.0,0,5–10m dominant
AUH019,0.793103448,0.180580762,0.021778584,0.000907441,0.003629764,0.0,0.0,0.0,3,0–5m dominant
AUH021,0.809302326,0.120930233,0.027906977,0.009302326,0.018604651,0.013953488,0.0,0.0,3,0–5m dominant
AUI021,0.954545455,0.0,0.045454545,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AUJ007,0.225157011,0.423607443,0.349181194,0.001936961,0.000117392,0.0,0.0,0.0,0,5–10m dominant
AUJ009,0.495391705,0.357142857,0.092165899,0.013824885,0.02764977,0.00921659,0.004608295,0.0,0,5–10m dominant
AUJ013,0.409305707,0.374409306,0.198473282,0.0087241,0.002181025,0.005089059,0.001817521,0.0,0,5–10m dominant
AUM005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AUM006,0.548066298,0.429834254,0.01878453,0.002209945,0.001104972,0.0,0.0,0.0,0,5–10m dominant
AUM027,0.933333333,0.057971014,0.008695652,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AUN001,0.310344828,0.137931034,0.310344828,0.137931034,0.103448276,0.0,0.0,0.0,1,10–15m dominant
AUN002,0.522292994,0.436305732,0.031847134,0.003184713,0.0,0.0,0.003184713,0.003184713,0,5–10m dominant
AUN003,0.07003012,0.421686747,0.475150602,0.019578313,0.003012048,0.005271084,0.003012048,0.002259036,1,10–15m dominant
AUN006,0.520325203,0.37398374,0.105691057,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AUN007,0.485498108,0.334174023,0.15889029,0.020176545,0.001261034,0.0,0.0,0.0,0,5–10m dominant
AUP016,0.428571429,0.178571429,0.392857143,0.0,0.0,0.0,0.0,0.0,1,10–15m dominant
AUP017,0.303030303,0.181818182,0.424242424,0.090909091,0.0,0.0,0.0,0.0,1,10–15m dominant
AUP018,0.8125,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AUQ001,0.229166667,0.15625,0.270833333,0.0625,0.072916667,0.020833333,0.083333333,0.0625,2,0–40m mixed structure
AUQ003,0.2,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0,5–10m dominant
AUT002,0.2335209,0.264871383,0.477090032,0.022508039,0.002009646,0.0,0.0,0.0,1,10–15m dominant
AUT005,0.046817248,0.462422998,0.482546201,0.00698152,0.001232033,0.0,0.0,0.0,1,10–15m dominant
AUT006,0.184126984,0.806349206,0.00952381,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AUU002,0.554054054,0.351351351,0.067567568,0.027027027,0.0,0.0,0.0,0.0,0,5–10m dominant
AUU006,0.044134727,0.523809524,0.430894309,0.00116144,0.0,0.0,0.0,0.0,1,10–15m dominant
AUY001,0.248780488,0.209756098,0.365853659,0.175609756,0.0,0.0,0.0,0.0,1,10–15m dominant
AUY003,0.365280939,0.493710315,0.134419552,0.004312927,0.001317839,0.000359411,0.000359411,0.000119804,0,5–10m dominant
AUY010,0.787234043,0.170212766,0.031914894,0.010638298,0.0,0.0,0.0,0.0,3,0–5m dominant
AUY011,0.6,0.175,0.175,0.0,0.05,0.0,0.0,0.0,3,0–5m dominant
AUY013,0.068996823,0.384021788,0.515206537,0.025419882,0.001815706,0.004539265,0.0,0.0,1,10–15m dominant
AUY203,0.451770452,0.522588523,0.025641026,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AUZ007,0.185470085,0.272649573,0.521367521,0.020512821,0.0,0.0,0.0,0.0,1,10–15m dominant
AUZ016,0.419354839,0.309872923,0.270772239,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AUZ028,0.869565217,0.130434783,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AUZ030,0.651162791,0.279069767,0.069767442,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AUZ031,0.647058824,0.058823529,0.0,0.176470588,0.117647059,0.0,0.0,0.0,4,0–25m mixed structure
AUZ032,0.838815789,0.111842105,0.049342105,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AVB015,0.197537473,0.423982869,0.329229122,0.043897216,0.005353319,0.0,0.0,0.0,1,10–15m dominant
AVB016,0.150321146,0.303359684,0.46986166,0.074975296,0.0,0.000617589,0.000370553,0.000247036,1,10–15m dominant
AVB501,0.476923077,0.392307692,0.053846154,0.015384615,0.053846154,0.007692308,0.0,0.0,0,5–10m dominant
AVB503,0.222222222,0.444444444,0.0,0.333333333,0.0,0.0,0.0,0.0,1,10–15m dominant
AVB504,0.074257426,0.272277228,0.653465347,0.0,0.0,0.0,0.0,0.0,1,10–15m dominant
AVB505,0.34335443,0.431962025,0.221518987,0.003164557,0.0,0.0,0.0,0.0,0,5–10m dominant
AVB506,0.063360882,0.870523416,0.060606061,0.005509642,0.0,0.0,0.0,0.0,0,5–10m dominant
AVC003,0.532438809,0.307726334,0.134104984,0.015998231,0.006340313,0.002359186,0.00081097,0.000221174,0,5–10m dominant
AVC004,0.771897948,0.111287758,0.080399727,0.017185252,0.009009009,0.006813536,0.002498297,0.000908471,3,0–5m dominant
AVC005,0.708333333,0.169871795,0.099358974,0.020833333,0.001602564,0.0,0.0,0.0,3,0–5m dominant
AVC006,0.84444309,0.1514136,0.001706069,0.001035827,0.000548379,0.000426517,0.000243724,0.000182793,3,0–5m dominant
AVC007,0.288713911,0.384889389,0.307274091,0.007124109,0.005811774,0.002249719,0.003374578,0.00056243,0,5–10m dominant
AVC008,0.293340887,0.148871263,0.439902379,0.116316569,0.001350998,0.000217903,0.0,0.0,1,10–15m dominant
AVC009,0.13795424,0.32166891,0.432032301,0.090174966,0.01615074,0.002018843,0.0,0.0,1,10–15m dominant
AVC012,0.525,0.425,0.05,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AVC014,0.103230337,0.326544944,0.241573034,0.171348315,0.070926966,0.041432584,0.028792135,0.014747191,4,0–25m mixed structure
AVC017,0.515799087,0.317990868,0.144657534,0.014611872,0.006392694,0.000365297,0.000182648,0.0,0,5–10m dominant
AVC019,0.496732026,0.150326797,0.150326797,0.111111111,0.032679739,0.039215686,0.019607843,0.0,4,0–25m mixed structure
AVC025,0.597748815,0.159952607,0.2257109,0.014218009,0.002369668,0.0,0.0,0.0,3,0–5m dominant
AVC027,0.063459038,0.378153446,0.548764629,0.005721717,0.00260078,0.00130039,0.0,0.0,1,10–15m dominant
AVC029,0.354304636,0.437086093,0.198675497,0.0,0.009933775,0.0,0.0,0.0,0,5–10m dominant
AVC037,0.453809524,0.412857143,0.119047619,0.012698413,0.001587302,0.0,0.0,0.0,0,5–10m dominant
AVC096,0.054140127,0.219745223,0.700636943,0.02388535,0.001592357,0.0,0.0,0.0,1,10–15m dominant
AVC120,0.222757375,0.661649609,0.065021072,0.024683925,0.015653221,0.006622517,0.003612282,0.0,0,5–10m dominant
AVC130,0.81042654,0.085308057,0.085308057,0.014218009,0.004739336,0.0,0.0,0.0,3,0–5m dominant
AVD002,0.639534884,0.337209302,0.023255814,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AVD009,0.264705882,0.514705882,0.191176471,0.0,0.0,0.029411765,0.0,0.0,0,5–10m dominant
AVE003,0.730769231,0.241758242,0.027472527,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AVE005,0.09532539,0.446379468,0.454628781,0.003666361,0.0,0.0,0.0,0.0,1,10–15m dominant
AVE006,0.134096057,0.429409373,0.387711249,0.031476857,0.005691387,0.003136071,0.002845694,0.002845694,1,10–15m dominant
AVE012,0.933902991,0.046368434,0.019602915,0.00012566,0.0,0.0,0.0,0.0,3,0–5m dominant
AVE013,0.989528796,0.010471204,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AVE015,0.244444444,0.533333333,0.155555556,0.066666667,0.0,0.0,0.0,0.0,0,5–10m dominant
AVE017,0.235134155,0.58720087,0.173313996,0.004350979,0.0,0.0,0.0,0.0,0,5–10m dominant
AVE018,0.015942029,0.243478261,0.575362319,0.089855072,0.030434783,0.026086957,0.013043478,0.005797101,1,10–15m dominant
AVE019,0.021164021,0.875661376,0.103174603,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AVE021,0.021052632,0.705263158,0.273684211,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AVE026,0.232248521,0.084319527,0.530078895,0.139546351,0.012327416,0.00147929,0.0,0.0,1,10–15m dominant
AVE028,0.305623472,0.596577017,0.090464548,0.007334963,0.0,0.0,0.0,0.0,0,5–10m dominant
AVE030,0.04616999,0.167890871,0.606505771,0.179433368,0.0,0.0,0.0,0.0,1,10–15m dominant
AVE032,0.060510467,0.138227703,0.50530542,0.291941497,0.003728133,0.000286779,0.0,0.0,1,10–15m dominant
AVE042,0.427083333,0.494791667,0.078125,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AVE061,0.098837209,0.86627907,0.01744186,0.005813953,0.011627907,0.0,0.0,0.0,0,5–10m dominant
AVG003,0.568345324,0.431654676,0.0,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AVH002,0.039092055,0.543505675,0.394703657,0.022698613,0.0,0.0,0.0,0.0,1,10–15m dominant
AVH012,0.981233244,0.014298481,0.004468275,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AVH018,0.884311512,0.081828442,0.031038375,0.002257336,0.000564334,0.0,0.0,0.0,3,0–5m dominant
AVJ003,0.399122807,0.589668616,0.010233918,0.000974659,0.0,0.0,0.0,0.0,0,5–10m dominant
AVM015,0.0706575755,0.2688913284999999,0.615800397,0.03483811,0.0098135525,0.0,0.0,0.0,1,10–15m dominant
AVN001,0.057549086,0.20717671,0.585646581,0.128639133,0.02098849,0.0,0.0,0.0,1,10–15m dominant
AVP003,0.312,0.48,0.184,0.024,0.0,0.0,0.0,0.0,0,5–10m dominant
AVP004,0.75862069,0.120689655,0.051724138,0.044181034,0.024784483,0.0,0.0,0.0,3,0–5m dominant
AVP005,0.892431675,0.091800981,0.007007708,0.003503854,0.003503854,0.001751927,0.0,0.0,3,0–5m dominant
AVQ001,0.388747124,0.455048344,0.14308638075,0.0108075195,0.0019414705,0.00045301,0.0,0.0,0,5–10m dominant
AVS001,0.487394958,0.466386555,0.029411765,0.0,0.016806723,0.0,0.0,0.0,0,5–10m dominant
AVT002,0.074260995,0.435472242,0.468637347,0.018745494,0.002883922,0.0,0.0,0.0,1,10–15m dominant
AVT003,0.305860806,0.564102564,0.13003663,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AVU007,0.339285714,0.258928571,0.241071429,0.098214286,0.0625,0.0,0.0,0.0,1,10–15m dominant
AVW002,0.043579508,0.198270126,0.607119095,0.151031271,0.0,0.0,0.0,0.0,1,10–15m dominant
AVW006,0.137152778,0.291666667,0.532118056,0.0390625,0.0,0.0,0.0,0.0,1,10–15m dominant
AVY002,0.502994012,0.335329341,0.101796407,0.011976048,0.011976048,0.005988024,0.0,0.02994012,0,5–10m dominant
AVY006,0.510447761,0.385074627,0.089552239,0.014925373,0.0,0.0,0.0,0.0,0,5–10m dominant
AVZ007,0.262719704,0.610545791,0.126734505,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWA014,0.916666667,0.083333333,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWA019,0.604938272,0.37037037,0.012345679,0.012345679,0.0,0.0,0.0,0.0,0,5–10m dominant
AWA021,0.43902439,0.352549889,0.15631929,0.050997783,0.001108647,0.0,0.0,0.0,0,5–10m dominant
AWA024,0.777777778,0.194444444,0.027777778,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWB259,0.493975904,0.34939759,0.084337349,0.072289157,0.0,0.0,0.0,0.0,0,5–10m dominant
AWB506,0.450617284,0.533950617,0.013888889,0.00154321,0.0,0.0,0.0,0.0,0,5–10m dominant
AWB507,0.706484642,0.283276451,0.010238908,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWB511,0.315789474,0.355263158,0.25,0.078947368,0.0,0.0,0.0,0.0,1,10–15m dominant
AWB512,0.732984293,0.246073298,0.005235602,0.015706806,0.0,0.0,0.0,0.0,3,0–5m dominant
AWB513,0.193548387,0.774193548,0.032258065,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWB515,0.352201258,0.509433962,0.125786164,0.012578616,0.0,0.0,0.0,0.0,0,5–10m dominant
AWB522,0.933333333,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWB523,0.592592593,0.296296296,0.111111111,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWB524,0.199356913,0.742765273,0.038585209,0.019292605,0.0,0.0,0.0,0.0,0,5–10m dominant
AWB525,0.318181818,0.668831169,0.012987013,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWB526,0.105263158,0.554385965,0.298245614,0.042105263,0.0,0.0,0.0,0.0,0,5–10m dominant
AWB527,0.876404494,0.112359551,0.011235955,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWB530,0.714285714,0.285714286,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWB531,0.980392157,0.019607843,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWC001,0.090909091,0.522727273,0.386363636,0.0,0.0,0.0,0.0,0.0,1,10–15m dominant
AWC004,0.978021978,0.021978022,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWC008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWD002,0.719208211,0.186950147,0.086510264,0.004398827,0.002932551,0.0,0.0,0.0,3,0–5m dominant
AWD003,0.357638889,0.454861111,0.173611111,0.013888889,0.0,0.0,0.0,0.0,0,5–10m dominant
AWD015,0.449293967,0.49550706,0.049422336,0.005776637,0.0,0.0,0.0,0.0,0,5–10m dominant
AWD016,0.781485468,0.217438105,0.001076426,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWD024,0.418215613,0.511152416,0.07063197,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWD038,0.401680672,0.465546218,0.114285714,0.01512605,0.003361345,0.0,0.0,0.0,0,5–10m dominant
AWE012,0.788409704,0.145552561,0.016172507,0.022911051,0.022911051,0.004043127,0.0,0.0,3,0–5m dominant
AWE018,0.73374854,0.262748151,0.003503309,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWE031,0.381818182,0.546708464,0.070846395,0.0,0.0,0.0,0.000626959,0.0,0,5–10m dominant
AWE041,0.366242038,0.294585987,0.314490446,0.015923567,0.005573248,0.003184713,0.0,0.0,1,10–15m dominant
AWE045,0.973684211,0.026315789,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWE064,0.176136364,0.271306818,0.545454545,0.007102273,0.0,0.0,0.0,0.0,1,10–15m dominant
AWE095,0.183982684,0.525974026,0.186147186,0.058441558,0.034632035,0.010822511,0.0,0.0,0,5–10m dominant
AWE112,0.241642789,0.304680038,0.434574976,0.013849093,0.004775549,0.000477555,0.0,0.0,1,10–15m dominant
AWE123,0.516778523,0.214765101,0.208053691,0.060402685,0.0,0.0,0.0,0.0,3,0–5m dominant
AWE130,0.119402985,0.656716418,0.223880597,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE132,0.117647059,0.545454545,0.28342246,0.053475936,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE149,0.511210762,0.470852018,0.013452915,0.004484305,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE167,0.779527559,0.173228346,0.047244094,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWE180,0.109170306,0.576419214,0.307860262,0.002183406,0.004366812,0.0,0.0,0.0,0,5–10m dominant
AWE182,0.086206897,0.215517241,0.370689655,0.155172414,0.025862069,0.077586207,0.068965517,0.0,4,0–25m mixed structure
AWE186,0.236141109,0.640028798,0.105111591,0.009359251,0.008639309,0.000719942,0.0,0.0,0,5–10m dominant
AWE197,0.463847203,0.459072306,0.052523874,0.021145975,0.002728513,0.000682128,0.0,0.0,0,5–10m dominant
AWE203,0.22327044,0.685534591,0.072327044,0.009433962,0.009433962,0.0,0.0,0.0,0,5–10m dominant
AWE220,0.810810811,0.162162162,0.013513514,0.013513514,0.0,0.0,0.0,0.0,3,0–5m dominant
AWE223,0.151079137,0.73381295,0.115107914,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE225,0.023333333,0.34,0.63,0.006666667,0.0,0.0,0.0,0.0,1,10–15m dominant
AWE237,0.967479675,0.024390244,0.008130081,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWE251,0.258031088,0.566839378,0.12642487,0.048704663,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE258,0.833802817,0.152112676,0.014084507,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWE277,0.34939759,0.602409639,0.048192771,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE299,0.177860697,0.56840796,0.22761194,0.017412935,0.008706468,0.0,0.0,0.0,0,5–10m dominant
AWE304,0.290806754,0.632270169,0.073170732,0.001876173,0.001876173,0.0,0.0,0.0,0,5–10m dominant
AWE305,0.298245614,0.657894737,0.043859649,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE308,0.148479428,0.849731664,0.001788909,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE316,0.177570093,0.719626168,0.078504673,0.013084112,0.007476636,0.003738318,0.0,0.0,0,5–10m dominant
AWE327,0.472392638,0.382413088,0.143149284,0.00204499,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE329,0.68,0.2,0.12,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWE355,0.513274336,0.486725664,0.0,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE358,0.223776224,0.538461538,0.223776224,0.006993007,0.006993007,0.0,0.0,0.0,0,5–10m dominant
AWE400,0.432258065,0.529032258,0.029032258,0.009677419,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE410,0.436507937,0.523809524,0.03968254,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE429,0.245614035,0.722807018,0.031578947,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE435,0.225,0.453571429,0.164285714,0.128571429,0.028571429,0.0,0.0,0.0,1,10–15m dominant
AWE436,0.273273273,0.291291291,0.435435435,0.0,0.0,0.0,0.0,0.0,1,10–15m dominant
AWE439,0.406844106,0.479087452,0.114068441,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE441,0.947368421,0.052631579,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWE444,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE448,0.214077595,0.472933599,0.205489956,0.03665082,0.027296427,0.021315749,0.011961356,0.006134029,0,5–10m dominant
AWE450,0.136778116,0.37993921,0.416413374,0.066869301,0.0,0.0,0.0,0.0,1,10–15m dominant
AWE455,0.917528579,0.068045727,0.014425694,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWE461,0.036652835,0.802904564,0.14868603,0.011065007,0.000691563,0.0,0.0,0.0,0,5–10m dominant
AWE466,0.083333333,0.376984127,0.527777778,0.007936508,0.003968254,0.0,0.0,0.0,1,10–15m dominant
AWE478,0.237037037,0.385185185,0.377777778,0.0,0.0,0.0,0.0,0.0,1,10–15m dominant
AWE486,0.240384615,0.759615385,0.0,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE489,0.546666667,0.312,0.141333333,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE494,0.69,0.31,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWE496,0.333333333,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE500,0.253937008,0.643700787,0.070866142,0.021653543,0.005905512,0.001968504,0.001968504,0.0,0,5–10m dominant
AWE517,0.117647059,0.858823529,0.023529412,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE531,0.846153846,0.153846154,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWE534,0.339393939,0.642424242,0.012121212,0.0,0.006060606,0.0,0.0,0.0,0,5–10m dominant
AWE540,0.367412141,0.586794462,0.045793397,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWE549,0.54,0.38,0.08,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWG006,0.29778672,0.637826962,0.050301811,0.014084507,0.0,0.0,0.0,0.0,0,5–10m dominant
AWH003,0.319735391,0.318632856,0.183020948,0.071664829,0.070562293,0.030871003,0.005512679,0.0,4,0–25m mixed structure
AWH008,0.909090909,0.082887701,0.00802139,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWH016,0.440643863,0.384305835,0.133467471,0.034875922,0.002682763,0.002012072,0.002012072,0.0,0,5–10m dominant
AWH018,0.27520436,0.40599455,0.158038147,0.08719346,0.04359673,0.027247956,0.002724796,0.0,4,0–25m mixed structure
AWH031,0.401937984,0.343217054,0.206589147,0.044767442,0.003100775,0.000193798,0.000193798,0.0,0,5–10m dominant
AWH093,0.608385093,0.233229814,0.106677019,0.048447205,0.00326087,0.0,0.0,0.0,3,0–5m dominant
AWH106,0.148148148,0.335802469,0.44691358,0.066666667,0.002469136,0.0,0.0,0.0,1,10–15m dominant
AWH155,0.1,0.860869565,0.039130435,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWH160,0.560367454,0.388451444,0.045931759,0.005249344,0.0,0.0,0.0,0.0,0,5–10m dominant
AWH207,0.610035211,0.323943662,0.063380282,0.001760563,0.0,0.0,0.0,0.0,3,0–5m dominant
AWH309,0.266911165,0.67196414,0.052159739,0.00407498,0.004482478,0.000407498,0.0,0.0,0,5–10m dominant
AWH325,0.715393134,0.156146179,0.111849391,0.016611296,0.0,0.0,0.0,0.0,3,0–5m dominant
AWH328,0.810810811,0.108108108,0.081081081,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWH334,0.61106746,0.231900326,0.101919407,0.038051409,0.011673589,0.00482658,0.00056123,0.0,3,0–5m dominant
AWH342,0.162601626,0.414634146,0.292682927,0.089430894,0.040650407,0.0,0.0,0.0,1,10–15m dominant
AWH396,0.638596491,0.287719298,0.071929825,0.001754386,0.0,0.0,0.0,0.0,3,0–5m dominant
AWH397,0.095890411,0.639269406,0.223744292,0.04109589,0.0,0.0,0.0,0.0,0,5–10m dominant
AWH400,0.38547486,0.579143389,0.016759777,0.00744879,0.011173184,0.0,0.0,0.0,0,5–10m dominant
AWH416,0.184054283,0.783715013,0.031382528,0.000848176,0.0,0.0,0.0,0.0,0,5–10m dominant
AWH448,0.445676275,0.29563932,0.227642276,0.027346637,0.003695492,0.0,0.0,0.0,0,5–10m dominant
AWH455,0.551724138,0.448275862,0.0,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWH657,0.227106227,0.754578755,0.018315018,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWH658,0.356178609,0.380062305,0.241952233,0.018691589,0.003115265,0.0,0.0,0.0,0,5–10m dominant
AWH682,0.374269006,0.350877193,0.233918129,0.023391813,0.01754386,0.0,0.0,0.0,0,5–10m dominant
AWH691,0.76744186,0.1162790699999999,0.046511628,0.069767442,0.0,0.0,0.0,0.0,3,0–5m dominant
AWH734,0.914700544,0.063520871,0.021778584,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWH742,0.11,0.88,0.0,0.01,0.0,0.0,0.0,0.0,0,5–10m dominant
AWH745,0.06116208,0.70030581,0.23853211,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWH746,0.154791155,0.76044226,0.07985258,0.004914005,0.0,0.0,0.0,0.0,0,5–10m dominant
AWH755,0.666666667,0.111111111,0.111111111,0.111111111,0.0,0.0,0.0,0.0,3,0–5m dominant
AWH759,0.831683168,0.128712871,0.03960396,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWH761,0.946808511,0.053191489,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWH762,0.586065574,0.327868852,0.046448087,0.010928962,0.020491803,0.008196721,0.0,0.0,3,0–5m dominant
AWI001,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWI014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0–5m dominant
AWI028,0.865671642,0.111111111,0.021558872,0.001658375,0.0,0.0,0.0,0.0,3,0–5m dominant
AWI033,0.832352941,0.134313725,0.031372549,0.001960784,0.0,0.0,0.0,0.0,3,0–5m dominant
AWI085,0.166189112,0.830945559,0.00286533,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWI092,0.177966102,0.822033898,0.0,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
AWI093,0.315891473,0.651162791,0.027131783,0.003875969,0.001937984,0.0,0.0,0.0,0,5–10m dominant
AWJ001,0.603375527,0.150843882,0.122362869,0.094936709,0.018987342,0.009493671,0.0,0.0,3,0–5m dominant
AWJ003,0.421052632,0.289473684,0.289473684,0.0,0.0,0.0,0.0,0.0,0,5–10m dominant
